index,Location,FIPS,Category,Mortality Rate,Year,,,,,,,,,,,,,
19562,Georgia,13,Neurological disorders,106.85,2000,,,,,,,,,,,,,
19722,Hawaii,15,Neurological disorders,73.43,2000,,,,,,,,,,,,,
19728,Idaho,16,Neurological disorders,107,2000,,,,,,,,,,,,,
19773,Illinois,17,Neurological disorders,90.1,2000,,,,,,,,,,,,,
19876,Indiana,18,Neurological disorders,98.12,2000,,,,,,,,,,,,,
19969,Iowa,19,Neurological disorders,95.16,2000,,,,,,,,,,,,,
20069,Kansas,20,Neurological disorders,100.26,2000,,,,,,,,,,,,,
20175,Kentucky,21,Neurological disorders,99.56,2000,,,,,,,,,,,,,
20296,Louisiana,22,Neurological disorders,94.38,2000,,,,,,,,,,,,,
20361,Maine,23,Neurological disorders,122.61,2000,,,,,,,,,,,,,
20378,Maryland,24,Neurological disorders,96.49,2000,,,,,,,,,,,,,
20403,Massachusetts,25,Neurological disorders,106.24,2000,,,,,,,,,,,,,
20418,Michigan,26,Neurological disorders,86.22,2000,,,,,,,,,,,,,
20502,Minnesota,27,Neurological disorders,123.46,2000,,,,,,,,,,,,,
20590,Mississippi,28,Neurological disorders,79.4,2000,,,,,,,,,,,,,
20673,Missouri,29,Neurological disorders,93.08,2000,,,,,,,,,,,,,
20789,Montana,30,Neurological disorders,110.07,2000,,,,,,,,,,,,,
20846,Nebraska,31,Neurological disorders,96.56,2000,,,,,,,,,,,,,
20940,Nevada,32,Neurological disorders,84.04,2000,,,,,,,,,,,,,
20958,New Hampshire,33,Neurological disorders,106.89,2000,,,,,,,,,,,,,
20969,New Jersey,34,Neurological disorders,71.58,2000,,,,,,,,,,,,,
20991,New Mexico,35,Neurological disorders,98,2000,,,,,,,,,,,,,
21025,New York,36,Neurological disorders,51.65,2000,,,,,,,,,,,,,
21088,North Carolina,37,Neurological disorders,108.21,2000,,,,,,,,,,,,,
21189,North Dakota,38,Neurological disorders,95.09,2000,,,,,,,,,,,,,
21243,Ohio,39,Neurological disorders,101.52,2000,,,,,,,,,,,,,
21332,Oklahoma,40,Neurological disorders,91.2,2000,,,,,,,,,,,,,
21410,Oregon,41,Neurological disorders,121.85,2000,,,,,,,,,,,,,
21447,Pennsylvania,42,Neurological disorders,85.37,2000,,,,,,,,,,,,,
21515,Rhode Island,44,Neurological disorders,94,2000,,,,,,,,,,,,,
21521,South Carolina,45,Neurological disorders,116.52,2000,,,,,,,,,,,,,
21568,South Dakota,46,Neurological disorders,88.17,2000,,,,,,,,,,,,,
21635,Tennessee,47,Neurological disorders,101.19,2000,,,,,,,,,,,,,
21731,Texas,48,Neurological disorders,99.64,2000,,,,,,,,,,,,,
21986,Utah,49,Neurological disorders,121.1,2000,,,,,,,,,,,,,
22016,Vermont,50,Neurological disorders,112.32,2000,,,,,,,,,,,,,
22031,Virginia,51,Neurological disorders,99.49,2000,,,,,,,,,,,,,
22165,Washington,53,Neurological disorders,111.73,2000,,,,,,,,,,,,,
22205,West Virginia,54,Neurological disorders,89.77,2000,,,,,,,,,,,,,
22261,Wisconsin,55,Neurological disorders,106.79,2000,,,,,,,,,,,,,
22334,Wyoming,56,Neurological disorders,99.49,2000,,,,,,,,,,,,,
25553,Alabama,1,Mental and substance use disorders,6.72,2000,,,,,,,,,,,,,
25621,Alaska,2,Mental and substance use disorders,16.04,2000,,,,,,,,,,,,,
25651,Arizona,4,Mental and substance use disorders,11.83,2000,,,,,,,,,,,,,
25667,Arkansas,5,Mental and substance use disorders,4.92,2000,,,,,,,,,,,,,
25743,California,6,Mental and substance use disorders,8.78,2000,,,,,,,,,,,,,
25802,Colorado,8,Mental and substance use disorders,9.74,2000,,,,,,,,,,,,,
25867,Connecticut,9,Mental and substance use disorders,8.42,2000,,,,,,,,,,,,,
25876,Delaware,10,Mental and substance use disorders,7.84,2000,,,,,,,,,,,,,
25880,District of Columbia,11,Mental and substance use disorders,25.41,2000,,,,,,,,,,,,,
25882,Florida,12,Mental and substance use disorders,8.62,2000,,,,,,,,,,,,,
25950,Georgia,13,Mental and substance use disorders,8.08,2000,,,,,,,,,,,,,
26110,Hawaii,15,Mental and substance use disorders,4.25,2000,,,,,,,,,,,,,
26116,Idaho,16,Mental and substance use disorders,6.08,2000,,,,,,,,,,,,,
26161,Illinois,17,Mental and substance use disorders,7.73,2000,,,,,,,,,,,,,
26264,Indiana,18,Mental and substance use disorders,6.3,2000,,,,,,,,,,,,,
26357,Iowa,19,Mental and substance use disorders,4.05,2000,,,,,,,,,,,,,
26457,Kansas,20,Mental and substance use disorders,5.81,2000,,,,,,,,,,,,,
26563,Kentucky,21,Mental and substance use disorders,8.48,2000,,,,,,,,,,,,,
26684,Louisiana,22,Mental and substance use disorders,7.57,2000,,,,,,,,,,,,,
26749,Maine,23,Mental and substance use disorders,7.38,2000,,,,,,,,,,,,,
26766,Maryland,24,Mental and substance use disorders,5.45,2000,,,,,,,,,,,,,
26791,Massachusetts,25,Mental and substance use disorders,6.3,2000,,,,,,,,,,,,,
26806,Michigan,26,Mental and substance use disorders,8.66,2000,,,,,,,,,,,,,
26890,Minnesota,27,Mental and substance use disorders,5.9,2000,,,,,,,,,,,,,
26978,Mississippi,28,Mental and substance use disorders,6.35,2000,,,,,,,,,,,,,
27061,Missouri,29,Mental and substance use disorders,7.3,2000,,,,,,,,,,,,,
27177,Montana,30,Mental and substance use disorders,7.77,2000,,,,,,,,,,,,,
27234,Nebraska,31,Mental and substance use disorders,3.94,2000,,,,,,,,,,,,,
27328,Nevada,32,Mental and substance use disorders,12.42,2000,,,,,,,,,,,,,
27346,New Hampshire,33,Mental and substance use disorders,6.19,2000,,,,,,,,,,,,,
27357,New Jersey,34,Mental and substance use disorders,8.66,2000,,,,,,,,,,,,,
27379,New Mexico,35,Mental and substance use disorders,18.46,2000,,,,,,,,,,,,,
27413,New York,36,Mental and substance use disorders,7.74,2000,,,,,,,,,,,,,
27476,North Carolina,37,Mental and substance use disorders,8.36,2000,,,,,,,,,,,,,
27577,North Dakota,38,Mental and substance use disorders,4.99,2000,,,,,,,,,,,,,
27631,Ohio,39,Mental and substance use disorders,6.68,2000,,,,,,,,,,,,,
27720,Oklahoma,40,Mental and substance use disorders,8.42,2000,,,,,,,,,,,,,
27798,Oregon,41,Mental and substance use disorders,10.47,2000,,,,,,,,,,,,,
27835,Pennsylvania,42,Mental and substance use disorders,8.4,2000,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,6.34,2000,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,8.85,2000,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,5.64,2000,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,7.99,2000,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,6.29,2000,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,7.19,2000,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,6.32,2000,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,6.22,2000,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,9.25,2000,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,9.12,2000,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,6.59,2000,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,9.11,2000,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,2.59,2000,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,2.33,2000,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,1.52,2000,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,2.6,2000,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,1.01,2000,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,2.52,2000,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,1.31,2000,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,2.1,2000,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,1.48,2000,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,1.16,2000,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,2.65,2000,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,1.5,2000,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,2.11,2000,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.77,2000,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,2.17,2000,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.71,2000,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,2.63,2000,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,2.32,2000,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,3.01,2000,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,2.15,2000,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,1.49,2000,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,1.29,2000,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,2.24,2000,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,1.57,2000,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,2.36,2000,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,2.54,2000,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,2.28,2000,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.91,2000,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,1.93,2000,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,1.98,2000,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1.6,2000,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,2.29,2000,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.89,2000,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,2.23,2000,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.93,2000,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,2.36,2000,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,2.39,2000,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.58,2000,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,1.62,2000,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,1.22,2000,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,2.72,2000,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.77,2000,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,2.54,2000,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,2.47,2000,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,2.57,2000,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,2.1,2000,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,2.22,2000,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.68,2000,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,2.32,2000,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.79,2000,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,2.57,2000,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,25.34,2000,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,26.7,2000,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,26.15,2000,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,24.47,2000,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,18.25,2000,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,21.49,2000,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,13.96,2000,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,17.19,2000,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,39.39,2000,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,21.66,2000,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,21.26,2000,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,16.6,2000,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,19.93,2000,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,18.31,2000,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,19.85,2000,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,13.89,2000,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,18.43,2000,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,20.27,2000,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,27.19,2000,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,15.38,2000,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,26.06,2000,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,13.86,2000,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,20.23,2000,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,13.91,2000,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,24.92,2000,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,21.49,2000,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,24.4,2000,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,15.54,2000,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,31.59,2000,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,14.59,2000,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,12.91,2000,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,28.44,2000,,,,,,,,,,,,,
56159,New York,36,Self-harm and interpersonal violence,14.39,2000,,,,,,,,,,,,,
56222,North Carolina,37,Self-harm and interpersonal violence,20.53,2000,,,,,,,,,,,,,
56323,North Dakota,38,Self-harm and interpersonal violence,14.79,2000,,,,,,,,,,,,,
56377,Ohio,39,Self-harm and interpersonal violence,16.68,2000,,,,,,,,,,,,,
56466,Oklahoma,40,Self-harm and interpersonal violence,23.09,2000,,,,,,,,,,,,,
56544,Oregon,41,Self-harm and interpersonal violence,20.32,2000,,,,,,,,,,,,,
56581,Pennsylvania,42,Self-harm and interpersonal violence,18.34,2000,,,,,,,,,,,,,
56649,Rhode Island,44,Self-harm and interpersonal violence,15.66,2000,,,,,,,,,,,,,
56655,South Carolina,45,Self-harm and interpersonal violence,21.68,2000,,,,,,,,,,,,,
56702,South Dakota,46,Self-harm and interpersonal violence,17.55,2000,,,,,,,,,,,,,
56769,Tennessee,47,Self-harm and interpersonal violence,23.39,2000,,,,,,,,,,,,,
56865,Texas,48,Self-harm and interpersonal violence,19.54,2000,,,,,,,,,,,,,
57120,Utah,49,Self-harm and interpersonal violence,24.21,2000,,,,,,,,,,,,,
57150,Vermont,50,Self-harm and interpersonal violence,16.72,2000,,,,,,,,,,,,,
57165,Virginia,51,Self-harm and interpersonal violence,18.7,2000,,,,,,,,,,,,,
57299,Washington,53,Self-harm and interpersonal violence,18.43,2000,,,,,,,,,,,,,
57339,West Virginia,54,Self-harm and interpersonal violence,21.31,2000,,,,,,,,,,,,,
57395,Wisconsin,55,Self-harm and interpersonal violence,16.06,2000,,,,,,,,,,,,,
57468,Wyoming,56,Self-harm and interpersonal violence,23.49,2000,,,,,,,,,,,,,
60687,Alabama,1,Transport injuries,29.08,2000,,,,,,,,,,,,,
60755,Alaska,2,Transport injuries,26.22,2000,,,,,,,,,,,,,
60785,Arizona,4,Transport injuries,22.76,2000,,,,,,,,,,,,,
60801,Arkansas,5,Transport injuries,28.29,2000,,,,,,,,,,,,,
60877,California,6,Transport injuries,14.93,2000,,,,,,,,,,,,,
60936,Colorado,8,Transport injuries,19.53,2000,,,,,,,,,,,,,
61001,Connecticut,9,Transport injuries,12.84,2000,,,,,,,,,,,,,
61010,Delaware,10,Transport injuries,19.02,2000,,,,,,,,,,,,,
61014,District of Columbia,11,Transport injuries,12.55,2000,,,,,,,,,,,,,
61016,Florida,12,Transport injuries,21.63,2000,,,,,,,,,,,,,
61084,Georgia,13,Transport injuries,23.2,2000,,,,,,,,,,,,,
61244,Hawaii,15,Transport injuries,13.49,2000,,,,,,,,,,,,,
61250,Idaho,16,Transport injuries,23.83,2000,,,,,,,,,,,,,
61295,Illinois,17,Transport injuries,15.3,2000,,,,,,,,,,,,,
61398,Indiana,18,Transport injuries,18.78,2000,,,,,,,,,,,,,
61491,Iowa,19,Transport injuries,17.81,2000,,,,,,,,,,,,,
61591,Kansas,20,Transport injuries,20.68,2000,,,,,,,,,,,,,
61697,Kentucky,21,Transport injuries,24.16,2000,,,,,,,,,,,,,
61818,Louisiana,22,Transport injuries,25.45,2000,,,,,,,,,,,,,
61883,Maine,23,Transport injuries,17.61,2000,,,,,,,,,,,,,
61900,Maryland,24,Transport injuries,15,2000,,,,,,,,,,,,,
61925,Massachusetts,25,Transport injuries,10.48,2000,,,,,,,,,,,,,
61940,Michigan,26,Transport injuries,16.87,2000,,,,,,,,,,,,,
62024,Minnesota,27,Transport injuries,15.29,2000,,,,,,,,,,,,,
62112,Mississippi,28,Transport injuries,34.34,2000,,,,,,,,,,,,,
62195,Missouri,29,Transport injuries,21.29,2000,,,,,,,,,,,,,
62311,Montana,30,Transport injuries,28.26,2000,,,,,,,,,,,,,
62368,Nebraska,31,Transport injuries,18.74,2000,,,,,,,,,,,,,
62462,Nevada,32,Transport injuries,19.86,2000,,,,,,,,,,,,,
62480,New Hampshire,33,Transport injuries,14.1,2000,,,,,,,,,,,,,
62491,New Jersey,34,Transport injuries,12.35,2000,,,,,,,,,,,,,
62513,New Mexico,35,Transport injuries,27.38,2000,,,,,,,,,,,,,
62547,New York,36,Transport injuries,11.34,2000,,,,,,,,,,,,,
62610,North Carolina,37,Transport injuries,22.83,2000,,,,,,,,,,,,,
62711,North Dakota,38,Transport injuries,19.82,2000,,,,,,,,,,,,,
62765,Ohio,39,Transport injuries,15.71,2000,,,,,,,,,,,,,
62854,Oklahoma,40,Transport injuries,25.48,2000,,,,,,,,,,,,,
62932,Oregon,41,Transport injuries,18.33,2000,,,,,,,,,,,,,
62969,Pennsylvania,42,Transport injuries,15.57,2000,,,,,,,,,,,,,
63037,Rhode Island,44,Transport injuries,10.75,2000,,,,,,,,,,,,,
63043,South Carolina,45,Transport injuries,27.53,2000,,,,,,,,,,,,,
63090,South Dakota,46,Transport injuries,24.22,2000,,,,,,,,,,,,,
63157,Tennessee,47,Transport injuries,25.35,2000,,,,,,,,,,,,,
63253,Texas,48,Transport injuries,21.33,2000,,,,,,,,,,,,,
63508,Utah,49,Transport injuries,19.02,2000,,,,,,,,,,,,,
63538,Vermont,50,Transport injuries,16.27,2000,,,,,,,,,,,,,
63553,Virginia,51,Transport injuries,16.3,2000,,,,,,,,,,,,,
63687,Washington,53,Transport injuries,15.47,2000,,,,,,,,,,,,,
63727,West Virginia,54,Transport injuries,25.08,2000,,,,,,,,,,,,,
63783,Wisconsin,55,Transport injuries,16.74,2000,,,,,,,,,,,,,
63856,Wyoming,56,Transport injuries,29.09,2000,,,,,,,,,,,,,
19165,Alabama,1,Neurological disorders,113.62,2005,,,,,,,,,,,,,
19233,Alaska,2,Neurological disorders,102.52,2005,,,,,,,,,,,,,
19263,Arizona,4,Neurological disorders,105.67,2005,,,,,,,,,,,,,
19279,Arkansas,5,Neurological disorders,89.62,2005,,,,,,,,,,,,,
19355,California,6,Neurological disorders,78.65,2005,,,,,,,,,,,,,
19414,Colorado,8,Neurological disorders,108.24,2005,,,,,,,,,,,,,
19479,Connecticut,9,Neurological disorders,84.48,2005,,,,,,,,,,,,,
19488,Delaware,10,Neurological disorders,88.07,2005,,,,,,,,,,,,,
19492,District of Columbia,11,Neurological disorders,70.84,2005,,,,,,,,,,,,,
19494,Florida,12,Neurological disorders,83.67,2005,,,,,,,,,,,,,
19562,Georgia,13,Neurological disorders,110.51,2005,,,,,,,,,,,,,
19722,Hawaii,15,Neurological disorders,77.35,2005,,,,,,,,,,,,,
19728,Idaho,16,Neurological disorders,110,2005,,,,,,,,,,,,,
19773,Illinois,17,Neurological disorders,91.33,2005,,,,,,,,,,,,,
19876,Indiana,18,Neurological disorders,100.32,2005,,,,,,,,,,,,,
19969,Iowa,19,Neurological disorders,99.32,2005,,,,,,,,,,,,,
20069,Kansas,20,Neurological disorders,105.37,2005,,,,,,,,,,,,,
20175,Kentucky,21,Neurological disorders,101.33,2005,,,,,,,,,,,,,
20296,Louisiana,22,Neurological disorders,108.64,2005,,,,,,,,,,,,,
20361,Maine,23,Neurological disorders,117.99,2005,,,,,,,,,,,,,
20378,Maryland,24,Neurological disorders,89.19,2005,,,,,,,,,,,,,
20403,Massachusetts,25,Neurological disorders,100.2,2005,,,,,,,,,,,,,
20418,Michigan,26,Neurological disorders,89.07,2005,,,,,,,,,,,,,
20502,Minnesota,27,Neurological disorders,116.66,2005,,,,,,,,,,,,,
20590,Mississippi,28,Neurological disorders,91.34,2005,,,,,,,,,,,,,
20673,Missouri,29,Neurological disorders,96.02,2005,,,,,,,,,,,,,
20789,Montana,30,Neurological disorders,109.85,2005,,,,,,,,,,,,,
20846,Nebraska,31,Neurological disorders,100.8,2005,,,,,,,,,,,,,
20940,Nevada,32,Neurological disorders,94.54,2005,,,,,,,,,,,,,
20958,New Hampshire,33,Neurological disorders,107.92,2005,,,,,,,,,,,,,
20969,New Jersey,34,Neurological disorders,75.36,2005,,,,,,,,,,,,,
20991,New Mexico,35,Neurological disorders,93.36,2005,,,,,,,,,,,,,
21025,New York,36,Neurological disorders,52.48,2005,,,,,,,,,,,,,
21088,North Carolina,37,Neurological disorders,112.21,2005,,,,,,,,,,,,,
21189,North Dakota,38,Neurological disorders,96.42,2005,,,,,,,,,,,,,
21243,Ohio,39,Neurological disorders,105.8,2005,,,,,,,,,,,,,
21332,Oklahoma,40,Neurological disorders,99.12,2005,,,,,,,,,,,,,
21410,Oregon,41,Neurological disorders,118.32,2005,,,,,,,,,,,,,
21447,Pennsylvania,42,Neurological disorders,91.85,2005,,,,,,,,,,,,,
21515,Rhode Island,44,Neurological disorders,98.61,2005,,,,,,,,,,,,,
21521,South Carolina,45,Neurological disorders,121.15,2005,,,,,,,,,,,,,
21568,South Dakota,46,Neurological disorders,87.14,2005,,,,,,,,,,,,,
21635,Tennessee,47,Neurological disorders,106.32,2005,,,,,,,,,,,,,
21731,Texas,48,Neurological disorders,101.32,2005,,,,,,,,,,,,,
21986,Utah,49,Neurological disorders,118.8,2005,,,,,,,,,,,,,
22016,Vermont,50,Neurological disorders,107.71,2005,,,,,,,,,,,,,
22031,Virginia,51,Neurological disorders,98.51,2005,,,,,,,,,,,,,
22165,Washington,53,Neurological disorders,110.79,2005,,,,,,,,,,,,,
22205,West Virginia,54,Neurological disorders,92.91,2005,,,,,,,,,,,,,
22261,Wisconsin,55,Neurological disorders,110.76,2005,,,,,,,,,,,,,
22334,Wyoming,56,Neurological disorders,93.91,2005,,,,,,,,,,,,,
25553,Alabama,1,Mental and substance use disorders,9.77,2005,,,,,,,,,,,,,
25621,Alaska,2,Mental and substance use disorders,20.08,2005,,,,,,,,,,,,,
25651,Arizona,4,Mental and substance use disorders,14.66,2005,,,,,,,,,,,,,
25667,Arkansas,5,Mental and substance use disorders,7.82,2005,,,,,,,,,,,,,
25743,California,6,Mental and substance use disorders,11.39,2005,,,,,,,,,,,,,
25802,Colorado,8,Mental and substance use disorders,13.12,2005,,,,,,,,,,,,,
25867,Connecticut,9,Mental and substance use disorders,10.09,2005,,,,,,,,,,,,,
25876,Delaware,10,Mental and substance use disorders,11.36,2005,,,,,,,,,,,,,
25880,District of Columbia,11,Mental and substance use disorders,19.97,2005,,,,,,,,,,,,,
25882,Florida,12,Mental and substance use disorders,13.31,2005,,,,,,,,,,,,,
25950,Georgia,13,Mental and substance use disorders,10.52,2005,,,,,,,,,,,,,
26110,Hawaii,15,Mental and substance use disorders,8,2005,,,,,,,,,,,,,
26116,Idaho,16,Mental and substance use disorders,8.51,2005,,,,,,,,,,,,,
26161,Illinois,17,Mental and substance use disorders,9.14,2005,,,,,,,,,,,,,
26264,Indiana,18,Mental and substance use disorders,8.85,2005,,,,,,,,,,,,,
26357,Iowa,19,Mental and substance use disorders,6.2,2005,,,,,,,,,,,,,
26457,Kansas,20,Mental and substance use disorders,9.21,2005,,,,,,,,,,,,,
26563,Kentucky,21,Mental and substance use disorders,13.92,2005,,,,,,,,,,,,,
26684,Louisiana,22,Mental and substance use disorders,12,2005,,,,,,,,,,,,,
26749,Maine,23,Mental and substance use disorders,10.78,2005,,,,,,,,,,,,,
26766,Maryland,24,Mental and substance use disorders,5.81,2005,,,,,,,,,,,,,
26791,Massachusetts,25,Mental and substance use disorders,12.21,2005,,,,,,,,,,,,,
26806,Michigan,26,Mental and substance use disorders,11.97,2005,,,,,,,,,,,,,
26890,Minnesota,27,Mental and substance use disorders,8.07,2005,,,,,,,,,,,,,
26978,Mississippi,28,Mental and substance use disorders,9.58,2005,,,,,,,,,,,,,
27061,Missouri,29,Mental and substance use disorders,10.93,2005,,,,,,,,,,,,,
27177,Montana,30,Mental and substance use disorders,10.99,2005,,,,,,,,,,,,,
27234,Nebraska,31,Mental and substance use disorders,5.72,2005,,,,,,,,,,,,,
27328,Nevada,32,Mental and substance use disorders,17.16,2005,,,,,,,,,,,,,
27346,New Hampshire,33,Mental and substance use disorders,10.1,2005,,,,,,,,,,,,,
27357,New Jersey,34,Mental and substance use disorders,10.44,2005,,,,,,,,,,,,,
27379,New Mexico,35,Mental and substance use disorders,23.38,2005,,,,,,,,,,,,,
27413,New York,36,Mental and substance use disorders,9.05,2005,,,,,,,,,,,,,
27476,North Carolina,37,Mental and substance use disorders,11.35,2005,,,,,,,,,,,,,
27577,North Dakota,38,Mental and substance use disorders,6.67,2005,,,,,,,,,,,,,
27631,Ohio,39,Mental and substance use disorders,11.12,2005,,,,,,,,,,,,,
27720,Oklahoma,40,Mental and substance use disorders,13.38,2005,,,,,,,,,,,,,
27798,Oregon,41,Mental and substance use disorders,13.52,2005,,,,,,,,,,,,,
27835,Pennsylvania,42,Mental and substance use disorders,11.63,2005,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,8.84,2005,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,11.68,2005,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,7.57,2005,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,12.94,2005,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,8.95,2005,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,10.25,2005,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,8.92,2005,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,8.01,2005,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,12.27,2005,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,14.75,2005,,,,,,,,,,,,,
